,TextID,Sentiment Scores,GPE Mentions
248,5183,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",Soviet Union’s
249,2822,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Charleston
250,4305,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",Ireland
251,1786,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",America
252,2057,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.0772}",San Diego
253,4601,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Turkey
254,1996,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Wyoming
255,4267,"{'neg': 0.227, 'neu': 0.584, 'pos': 0.188, 'compound': -0.1531}",Indiana
256,3077,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",U.S.
257,2376,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Cleveland
258,2570,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",Selma
259,4375,"{'neg': 0.44, 'neu': 0.56, 'pos': 0.0, 'compound': -0.6705}",America
260,781,"{'neg': 0.115, 'neu': 0.67, 'pos': 0.215, 'compound': 0.2732}",Russia
261,2619,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.5267}",Syria
262,693,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Colorado
263,4621,"{'neg': 0.208, 'neu': 0.538, 'pos': 0.254, 'compound': 0.1531}",Iran
264,1118,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Texas
265,5223,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",US
